time_ms,timestamp,version,voltage,cc,refX_raw,refY_raw,refZ_raw,tipX_raw,tipY_raw,tipZ_raw,refX_cal,refY_cal,refZ_cal,tipX_cal,tipY_cal,tipZ_cal,calOffsetX,calOffsetY,calOffsetZ,gradX,gradY,gradZ,mag,nT,accX,accY,accZ,gyrX,gyrY,gyrZ,freq,is_muted
21298,2026-08-26_17-23-12.299-240,v3.0.30,3.0,800,6148,7119,12472,3825,7138,13540,4110,6832,13075,3872,7139,13492,0,0,0,-238,307,417,569.9,1874.7,-0.478,0.745,0.830,-29.099,-6.406,-136.089,185.3,0
21363,2026-08-26_17-23-12.364-240,v3.0.30,3.0,800,5124,7248,12918,3825,7138,13540,3026,7001,13333,3872,7139,13492,0,0,0,846,138,159,871.8,2867.8,-0.432,0.661,0.758,-96.185,-5.016,-156.535,263.1,0
21403,2026-08-26_17-23-12.405-240,v3.0.30,3.0,800,5124,7248,12918,1626,7476,13760,3026,7001,13333,1635,7494,13701,0,0,0,-1391,493,368,1521.0,5003.2,-0.543,0.397,0.725,-120.886,-11.406,-153.100,430.4,0
21480,2026-08-26_17-23-12.481-240,v3.0.30,3.0,800,2298,7399,13662,1626,7476,13760,111,7262,13574,1635,7494,13701,0,0,0,1524,232,127,1546.8,5088.1,-0.715,0.160,0.821,-113.809,-34.812,-130.717,437.1,0
21504,2026-08-26_17-23-12.505-240,v3.0.30,3.0,800,2298,7399,13662,-2525,6760,13785,111,7262,13574,-2577,6815,13702,0,0,0,-2688,-447,128,2727.9,8973.4,-0.671,0.170,0.848,-114.758,-44.484,-123.891,741.5,0
21594,2026-08-26_17-23-13.595-240,v3.0.30,3.0,800,-1376,6246,14179,-2525,6760,13785,-3631,6247,13483,-2577,6815,13702,0,0,0,1054,568,219,1217.2,4003.8,-0.572,0.099,0.841,-144.071,-65.031,-108.663,352.1,0
21619,2026-08-26_17-23-13.620-240,v3.0.30,3.0,800,-1376,6246,14179,-6314,4400,13179,-3631,6247,13483,-6411,4497,13072,0,0,0,-2780,-1750,-411,3310.6,10890.0,-0.486,0.103,0.800,-153.081,-68.562,-102.956,891.7,0
21708,2026-08-26_17-23-13.709-240,v3.0.30,3.0,800,-4860,3891,13945,-6314,4400,13179,-7089,4019,12723,-6411,4497,13072,0,0,0,678,478,349,900.0,2960.5,-0.393,-0.615,0.787,-160.142,-64.953,-69.092,270.4,0
21733,2026-08-26_17-23-13.735-240,v3.0.30,3.0,800,-8697,1437,12143,-10308,1689,10772,-10638,1704,10368,-10461,1822,10656,0,0,0,177,118,288,358.0,1177.8,-0.465,-0.795,0.935,-119.402,-61.016,-46.623,130.7,0
21823,2026-08-26_17-23-13.824-240,v3.0.30,3.0,800,-8697,1437,12143,-10308,1689,10772,-10638,1704,10368,-10461,1822,10656,0,0,0,177,118,288,358.0,1177.8,-0.417,-0.529,1.147,7.736,-31.125,50.869,130.7,0
21849,2026-08-26_17-23-13.851-240,v3.0.30,3.0,800,-10113,619,11447,-11696,694,9821,-11941,938,9467,-11868,840,9703,0,0,0,73,-98,236,265.8,874.2,-0.393,-0.518,1.100,21.968,-21.078,72.674,106.9,0
21943,2026-08-26_17-23-13.943-240,v3.0.30,3.0,800,-9225,2051,12324,-11696,694,9821,-11177,2341,10439,-11868,840,9703,0,0,0,-691,-1501,-736,1808.9,5950.4,-0.324,-0.287,0.883,110.113,9.469,137.597,504.6,0
22030,2026-08-26_17-23-13.030-240,v3.0.30,3.0,800,-9225,2051,12324,-10562,2389,11161,-11177,2341,10439,-10722,2522,11043,0,0,0,455,181,604,777.6,2557.8,-0.445,0.116,0.926,107.248,24.453,152.133,238.8,0
22052,2026-08-26_17-23-13.052-240,v3.0.30,3.0,800,-6234,4367,13573,-10562,2389,11161,-8376,4549,12110,-10722,2522,11043,0,0,0,-2346,-2027,-1067,3278.9,10785.7,-0.501,0.092,0.918,96.573,23.172,151.675,883.5,0
22135,2026-08-26_17-23-13.136-240,v3.0.30,3.0,800,-6234,4367,13573,-7346,5001,12818,-8376,4549,12110,-7467,5101,12712,0,0,0,909,552,602,1222.0,4019.9,-0.601,0.169,1.054,72.289,9.453,147.021,353.4,0
22170,2026-08-26_17-23-13.170-240,v3.0.30,3.0,800,-3207,6358,13836,-7346,5001,12818,-5383,6430,12831,-7467,5101,12712,0,0,0,-2084,-1329,-119,2474.6,8140.0,-0.672,0.110,1.038,70.142,0.188,144.833,676.2,0
22237,2026-08-26_17-23-13.238-240,v3.0.30,3.0,800,-3207,6358,13836,-4238,6802,13452,-5383,6430,12831,-4319,6869,13364,0,0,0,1064,439,533,1268.4,4172.5,-0.609,-0.120,0.976,79.219,-23.266,143.399,365.3,0
22288,2026-08-26_17-23-13.289-240,v3.0.30,3.0,800,-320,7017,13903,-4238,6802,13452,-2525,6980,13373,-4319,6869,13364,0,0,0,-1794,-111,-9,1797.5,5912.7,-0.480,-0.005,0.817,118.456,-43.109,140.015,501.7,0
22343,2026-08-26_17-23-13.344-240,v3.0.30,3.0,800,-320,7017,13903,-912,6799,14153,-2525,6980,13373,-936,6843,14074,0,0,0,1589,-137,701,1742.2,5730.8,-0.341,0.439,0.740,125.456,-62.469,116.109,487.4,0
22403,2026-08-26_17-23-13.404-240,v3.0.30,3.0,800,3413,5975,13904,-912,6799,14153,1144,5791,14040,-936,6843,14074,0,0,0,-2080,1052,34,2331.1,7668.3,-0.213,0.568,0.793,78.243,-71.688,69.178,639.2,0
22464,2026-08-26_17-23-13.466-240,v3.0.30,3.0,800,3413,5975,13904,3047,4678,14606,1144,5791,14040,3106,4705,14532,0,0,0,1962,-1086,492,2295.8,7552.1,-0.227,0.747,0.793,61.393,-68.375,8.993,630.1,0
22515,2026-08-26_17-23-13.515-240,v3.0.30,3.0,800,6297,3510,13673,3047,4678,14606,3981,3207,14374,3106,4705,14532,0,0,0,-875,1498,158,1742.0,5730.3,-0.092,0.943,0.897,7.211,-53.938,-53.166,487.4,0
22562,2026-08-26_17-23-13.562-240,v3.0.30,3.0,800,6297,3510,13673,4743,2569,14708,3981,3207,14374,4847,2595,14631,0,0,0,866,-612,257,1091.1,3589.2,-0.003,0.726,0.930,-40.135,-34.953,-101.391,319.6,0
22630,2026-08-26_17-23-14.631-240,v3.0.30,3.0,800,6743,2368,13854,4743,2569,14708,4368,2045,14659,4847,2595,14631,0,0,0,479,550,-28,729.9,2400.9,-0.121,0.470,0.966,-30.132,-4.953,-153.066,226.5,0
22670,2026-08-26_17-23-14.671-240,v3.0.30,3.0,800,6743,2368,13854,3736,2382,15017,4368,2045,14659,3827,2419,14932,0,0,0,-541,374,273,712.1,2342.4,-0.172,0.735,0.915,-12.016,2.422,-174.188,222.0,0
22750,2026-08-26_17-23-14.750-240,v3.0.30,3.0,800,5710,2867,14163,3736,2382,15017,3306,2585,14771,3827,2419,14932,0,0,0,521,-166,161,570.0,1875.1,-0.237,0.592,0.760,-114.936,-3.312,-206.043,185.3,0
22776,2026-08-26_17-23-14.777-240,v3.0.30,3.0,800,5710,2867,14163,2115,3399,15194,3306,2585,14771,2172,3444,15104,0,0,0,-1134,859,333,1461.1,4806.2,-0.293,0.209,0.796,-99.782,-11.047,-203.389,415.0,0
22869,2026-08-26_17-23-14.870-240,v3.0.30,3.0,800,3622,3490,14802,2115,3399,15194,1149,3291,15023,2172,3444,15104,0,0,0,1023,153,81,1037.5,3413.0,-0.501,0.559,0.993,-39.972,-54.641,-179.139,305.8,0
22892,2026-08-26_17-23-14.892-240,v3.0.30,3.0,800,1831,2428,15223,-317,2574,15450,-714,2295,15158,-291,2645,15341,0,0,0,423,350,183,578.7,1903.7,-0.506,0.521,1.041,-61.193,-64.719,-172.552,187.6,0
22984,2026-08-26_17-23-14.986-240,v3.0.30,3.0,800,1831,2428,15223,-317,2574,15450,-714,2295,15158,-291,2645,15341,0,0,0,423,350,183,578.7,1903.7,-0.288,0.315,0.918,-119.190,-90.203,-129.975,187.6,0
23009,2026-08-26_17-23-14.010-240,v3.0.30,3.0,800,-227,-237,15386,-2474,-275,15281,-2833,-298,15038,-2461,-170,15150,0,0,0,372,128,112,409.0,1345.5,-0.223,0.164,0.879,-136.022,-94.953,-114.628,143.9,0
23093,2026-08-26_17-23-14.094-240,v3.0.30,3.0,800,-227,-237,15386,-2474,-275,15281,-2833,-298,15038,-2461,-170,15150,0,0,0,372,128,112,409.0,1345.5,-0.155,-0.429,1.061,-108.691,-99.203,-45.320,143.9,0
23119,2026-08-26_17-23-14.121-240,v3.0.30,3.0,800,-3308,-3629,14333,-5599,-3892,13621,-5779,-3582,13572,-5616,-3749,13473,0,0,0,163,-167,-99,253.5,833.9,-0.129,-0.435,1.110,-84.615,-94.594,-21.151,103.8,0
23210,2026-08-26_17-23-14.211-240,v3.0.30,3.0,800,-5371,-5543,13002,-5599,-3892,13621,-7640,-5423,11968,-5616,-3749,13473,0,0,0,2024,1674,1505,3027.2,9957.9,0.002,-0.187,1.223,-44.352,-58.625,58.461,818.6,0
23300,2026-08-26_17-23-14.301-240,v3.0.30,3.0,800,-5371,-5543,13002,-7546,-5797,11872,-7640,-5423,11968,-7588,-5635,11723,0,0,0,52,-212,-245,328.1,1079.4,0.091,-0.338,1.142,-15.762,-17.703,118.544,123.0,0
23324,2026-08-26_17-23-14.324-240,v3.0.30,3.0,800,-7053,-5358,12315,-7546,-5797,11872,-9186,-5173,11003,-7588,-5635,11723,0,0,0,1598,-462,720,1812.6,5962.4,0.128,-0.460,1.122,7.585,-7.469,134.888,505.6,0
23402,2026-08-26_17-23-14.402-240,v3.0.30,3.0,800,-7053,-5358,12315,-9166,-4966,11169,-9186,-5173,11003,-9245,-4800,11023,0,0,0,-59,373,20,378.2,1244.0,0.105,-0.466,1.065,106.396,21.844,177.126,135.9,0
23443,2026-08-26_17-23-14.443-240,v3.0.30,3.0,800,-7433,-3140,13147,-9166,-4966,11169,-9652,-2933,11692,-9245,-4800,11023,0,0,0,407,-1867,-669,2024.6,6659.8,0.054,-0.191,1.054,152.028,36.094,188.507,560.2,0
23507,2026-08-26_17-23-14.508-240,v3.0.30,3.0,800,-7433,-3140,13147,-8659,-1988,12877,-9652,-2933,11692,-8745,-1835,12731,0,0,0,907,1098,1039,1762.9,5799.0,0.009,0.077,1.130,101.669,44.750,186.783,492.8,0
23559,2026-08-26_17-23-14.561-240,v3.0.30,3.0,800,-5010,53,14661,-8659,-1988,12877,-7438,176,13502,-8745,-1835,12731,0,0,0,-1307,-2011,-771,2519.3,8287.1,-0.250,-0.040,1.155,113.170,34.141,185.610,687.7,0
23609,2026-08-26_17-23-15.610-240,v3.0.30,3.0,800,-5010,53,14661,-5986,1346,14358,-7438,176,13502,-6048,1464,14226,0,0,0,1390,1288,724,2028.6,6673.0,-0.153,0.174,1.178,96.438,15.984,179.754,561.3,0
23673,2026-08-26_17-23-15.675-240,v3.0.30,3.0,800,-2297,2557,15124,-5986,1346,14358,-4777,2583,14352,-6048,1464,14226,0,0,0,-1271,-1119,-126,1698.1,5585.8,-0.426,0.182,1.207,83.839,-13.703,162.401,476.1,0
23712,2026-08-26_17-23-15.713-240,v3.0.30,3.0,800,-2297,2557,15124,-3018,3072,15042,-4777,2583,14352,-3042,3159,14926,0,0,0,1735,576,574,1916.1,6303.0,-0.363,0.385,1.141,92.488,-33.938,141.350,532.3,0
23785,2026-08-26_17-23-15.786-240,v3.0.30,3.0,800,384,3053,15179,-3018,3072,15042,-2124,2977,14851,-3042,3159,14926,0,0,0,-918,182,75,938.9,3088.4,-0.142,0.236,0.906,67.828,-67.578,97.419,280.4,0
23819,2026-08-26_17-23-15.820-240,v3.0.30,3.0,800,384,3053,15179,-276,1975,15510,-2124,2977,14851,-244,2049,15398,0,0,0,1880,-928,547,2166.7,7127.5,-0.057,0.278,0.869,58.962,-79.078,77.188,596.9,0
23902,2026-08-26_17-23-15.903-240,v3.0.30,3.0,800,2624,1418,15131,-276,1975,15510,63,1251,15231,-244,2049,15398,0,0,0,-307,798,167,871.2,2865.7,0.050,0.462,0.835,17.653,-86.266,15.482,263.0,0
23928,2026-08-26_17-23-15.930-240,v3.0.30,3.0,800,2624,1418,15131,1163,-874,15490,63,1251,15231,1240,-794,15372,0,0,0,1177,-2045,141,2363.7,7775.4,0.046,0.502,0.874,16.058,-82.969,-7.250,647.6,0
24019,2026-08-26_17-23-15.021-240,v3.0.30,3.0,800,3598,-1170,14875,1163,-874,15490,1013,-1381,15217,1240,-794,15372,0,0,0,227,587,155,648.2,2132.1,0.361,0.729,1.092,-38.352,-48.094,-100.833,205.5,0
24043,2026-08-26_17-23-15.043-240,v3.0.30,3.0,800,3773,-2992,14520,1529,-3087,15127,1206,-3216,14949,1628,-2998,15003,0,0,0,422,218,54,478.0,1572.5,0.431,0.613,1.045,-47.663,-36.812,-122.304,161.6,0
24139,2026-08-26_17-23-15.141-240,v3.0.30,3.0,800,3773,-2992,14520,1529,-3087,15127,1206,-3216,14949,1628,-2998,15003,0,0,0,422,218,54,478.0,1572.5,0.296,0.972,0.979,-58.598,0.797,-186.807,161.6,0
24164,2026-08-26_17-23-15.165-240,v3.0.30,3.0,800,3559,-3198,14558,1297,-3497,15087,984,-3414,14955,1395,-3404,14961,0,0,0,411,10,6,411.2,1352.5,0.426,0.995,0.884,-104.050,2.422,-203.469,144.4,0
24248,2026-08-26_17-23-15.250-240,v3.0.30,3.0,800,3559,-3198,14558,1297,-3497,15087,984,-3414,14955,1395,-3404,14961,0,0,0,411,10,6,411.2,1352.5,0.102,0.514,0.965,-169.253,-17.375,-194.998,144.4,0
24273,2026-08-26_17-23-15.275-240,v3.0.30,3.0,800,1996,-3098,14897,-661,-3389,15104,-615,-3253,15017,-595,-3281,14968,0,0,0,20,-28,-49,59.9,197.0,0.023,0.062,0.950,-165.609,-27.469,-187.468,53.9,0
24370,2026-08-26_17-23-15.371-240,v3.0.30,3.0,800,4,-4649,14470,-661,-3389,15104,-2548,-4732,14301,-595,-3281,14968,0,0,0,1953,1451,667,2522.8,8298.7,-0.004,0.357,1.225,-14.153,-82.297,-132.576,688.6,0
24449,2026-08-26_17-23-15.451-240,v3.0.30,3.0,800,4,-4649,14470,-2085,-5423,14266,-2548,-4732,14301,-2030,-5296,14122,0,0,0,518,-564,-179,786.4,2586.9,0.263,0.595,1.005,-38.436,-109.578,-94.885,241.1,0
24479,2026-08-26_17-23-15.480-240,v3.0.30,3.0,800,702,-7477,13033,-2085,-5423,14266,-1681,-7597,13090,-2030,-5296,14122,0,0,0,-349,2301,1032,2545.9,8374.6,0.386,0.546,0.880,-81.288,-114.531,-77.108,694.6,0
24547,2026-08-26_17-23-15.547-240,v3.0.30,3.0,800,702,-7477,13033,-1360,-8727,12483,-1681,-7597,13090,-1275,-8595,12344,0,0,0,406,-998,-746,1310.5,4310.8,0.472,-0.052,1.054,-130.406,-108.938,-33.089,376.2,0
24595,2026-08-26_17-23-16.595-240,v3.0.30,3.0,800,-705,-10369,10808,-1360,-8727,12483,-2766,-10445,10749,-1275,-8595,12344,0,0,0,1491,1850,1595,2861.7,9413.6,0.447,-0.175,1.143,-103.692,-91.172,8.807,776.0,0
24652,2026-08-26_17-23-16.653-240,v3.0.30,3.0,800,-705,-10369,10808,-3337,-11401,9486,-2766,-10445,10749,-3278,-11252,9354,0,0,0,-512,-807,-1395,1691.0,5562.4,0.495,-0.274,1.052,-31.671,-64.344,59.800,474.2,0
24713,2026-08-26_17-23-16.714-240,v3.0.30,3.0,800,-3193,-11845,8747,-3337,-11401,9486,-4918,-11830,8345,-3278,-11252,9354,0,0,0,1640,578,1009,2010.4,6613.2,0.588,0.078,1.056,20.716,-30.422,99.162,556.6,0
24764,2026-08-26_17-23-16.766-240,v3.0.30,3.0,800,-3193,-11845,8747,-5381,-11966,7779,-4918,-11830,8345,-5359,-11805,7651,0,0,0,-441,25,-694,822.6,2706.1,0.613,-0.039,0.980,34.981,-1.359,120.244,250.5,0
24829,2026-08-26_17-23-16.831-240,v3.0.30,3.0,800,-4884,-11555,8536,-5381,-11966,7779,-6549,-11475,7842,-5359,-11805,7651,0,0,0,1190,-330,-191,1249.6,4110.5,0.652,-0.170,0.917,66.229,25.047,140.399,360.5,0
24864,2026-08-26_17-23-16.865-240,v3.0.30,3.0,800,-4884,-11555,8536,-7116,-10598,8461,-6549,-11475,7842,-7130,-10428,8324,0,0,0,-581,1047,482,1290.8,4246.0,0.665,-0.159,0.845,84.460,32.656,148.601,371.1,0
24943,2026-08-26_17-23-16.944-240,v3.0.30,3.0,800,-6166,-9806,9933,-7116,-10598,8461,-8011,-9670,8943,-7130,-10428,8324,0,0,0,881,-758,-619,1316.8,4331.5,0.539,-0.306,0.926,120.935,34.156,158.340,377.8,0
